restaurant,city,menu_type,category,dish,price,description,tags
XO Groningen,Groningen,Lunch,12-Uurtje,Caesar,17.5,"Gerookte kip, bacon, croûtons, rode ui, augurk, gekookt eitje, tomaat & Parmezaan.",meat
XO Groningen,Groningen,Lunch,12-Uurtje,Geitenkaas,17.5,"Geitenkaas, bosvruchten, baklava, granaatappel, pistache & croutons",vegetarian
XO Groningen,Groningen,Lunch,12-Uurtje,Zalm,18.5,"Gerookte zalm, avocado, mozzarella, soleil tomaat, rode ui, olie van bosui & ingelegde citroen",fish
XO Groningen,Groningen,Lunch,12-Uurtje,Pittige Thaise Biefstuk,18.5,"Gekruide biefstuk, thaise dressing, komkommer, cashew, ui, wortel, koriander & munt","meat, spicy"
XO Groningen,Groningen,Lunch,Voor,Gang 1 of 2 van het menu,13.5,er is ook een vegetarische optie,vegetarian
XO Groningen,Groningen,Lunch,Voor,Hollandse Garnalenkroket,19.5,"salade,remoulade, aardappel, toast & groene kruiden","fish, meat"
XO Groningen,Groningen,Lunch,Voor,Steak (200 gram),31.5,"biefstuk, jus, groene kruiden, aardappeltaartje, groente & tomaat",meat
XO Groningen,Groningen,Lunch,Voor,Vis van het menu,17.5,"gang 3 van het menu, er is ook een vegetarische optie","fish, vegetarian"
XO Groningen,Groningen,Lunch,Voor,Vlees van het menu,17.5,"gang 4 van het menu, er is ook een vegetarische optie",vegetarian
XO Groningen,Groningen,Lunch,Voor,Vega,24.5,"falafel, spinazie, papadum, gegrilde groente, muhammara & zhug","meat, vegetarian"
XO Groningen,Groningen,Lunch,Voor,Wisselend dessert,12.5,dessert van het menu,
XO Groningen,Groningen,Lunch,Voor,Rood fruit,13.5,"yoghurt, meringue, vers fruit, crumble & ijs",vegetarian
XO Groningen,Groningen,Lunch,Voor,Kaas,15.5,wisselende kazen met walnoten & dadel,vegetarian
